image_index,width,height,aspect_ratio,total_pixels,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,brightness,num_positive_attributes,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young,Has_Facial_Hair,Uses_Makeup,Wears_Accessories
1681,178,218,0.8165137614678899,38804,90.59968044531492,70.40452015256159,56.81805999381507,66.79580568916828,51.94283213003337,38.53970046718993,72.60742019723052,16,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1
1682,178,218,0.8165137614678899,38804,189.4003195546851,181.7882434800536,152.49793835687043,27.525302730095483,35.90683958055821,39.5983613877142,174.56216713053638,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1683,178,218,0.8165137614678899,38804,153.99675291207092,144.56800845273682,144.6000412328626,66.65038891571368,74.73770157587109,79.75993265433057,147.7216008658901,12,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
1684,178,218,0.8165137614678899,38804,124.74381507061128,111.5970518503247,113.05811256571488,71.07151937696476,69.69771631989478,75.55461463541468,116.46632649555029,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1685,178,218,0.8165137614678899,38804,104.47907432223482,71.57362643026492,51.9837645603546,50.76631248028393,38.64610467149296,33.152107085332084,76.01215510428477,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1686,178,218,0.8165137614678899,38804,128.00657148747553,105.2386094217091,88.22801773013092,49.29360696653394,48.912537123850804,47.570853437494314,107.15773287977186,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
1687,178,218,0.8165137614678899,38804,120.96799299041336,110.36277187918772,105.1845170600969,61.924753878854936,52.02288323290397,49.0575583155119,112.17176064323264,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1688,178,218,0.8165137614678899,38804,150.66753427481703,136.49773219255746,93.54868054839707,41.433118086820826,46.44816894919474,31.316603301889277,126.90464900525721,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1689,178,218,0.8165137614678899,38804,61.843547057004436,53.91163282135862,47.83300690650449,75.14946642692617,63.60231852604168,63.41123838247853,54.52939559495585,12,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1690,178,218,0.8165137614678899,38804,111.69162972889393,130.49224306772498,132.88908359962892,55.95843142784248,54.4375762966102,49.223254002134226,125.02431879874928,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1691,178,218,0.8165137614678899,38804,70.5817183795485,50.277059066075665,60.50368518709411,70.8802285556304,52.70643470588527,52.59120578686454,60.4541542109061,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1692,178,218,0.8165137614678899,38804,143.75618492938872,153.83079064014018,153.9886351922482,56.8260964999237,60.75644796027151,80.10121418987538,150.52520358725906,9,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1693,178,218,0.8165137614678899,38804,188.59058344500568,169.61630244304712,153.23237295124213,69.66616772325419,74.06395610577805,76.7078668571679,170.47975294643163,9,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1694,178,218,0.8165137614678899,38804,141.14539738171322,106.99074837645604,91.93464591279249,61.12050729854094,56.81812330706797,54.802909008003226,113.35693055698725,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1695,178,218,0.8165137614678899,38804,86.33233687248737,84.80499433048139,91.07107514689207,60.1373522749179,53.49520366900725,57.380581921948966,87.4028021166203,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1696,178,218,0.8165137614678899,38804,142.9629419647459,127.31009689722708,89.49110916400372,55.01594888064404,52.935763159095416,51.83951011640538,119.92138267532556,13,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1697,178,218,0.8165137614678899,38804,173.27927533243997,158.0161323574889,150.58414081022576,54.45622534331546,61.1374134124066,65.66634382603928,160.62651616671823,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1698,178,218,0.8165137614678899,38804,117.5052314194413,98.47453870734975,103.26878672301825,79.8590185094043,75.70819538514631,68.08825960193901,106.4161856166031,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1699,178,218,0.8165137614678899,38804,194.18668178538294,169.70253066694156,158.19291825584992,71.64324067609157,86.30227759460284,90.88289012175629,174.0273769027248,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1700,178,218,0.8165137614678899,38804,102.8053808885682,93.41864240799917,79.58687248737243,43.949973269718726,34.825126089148505,31.32091712124128,91.93696526131328,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1701,178,218,0.8165137614678899,38804,133.274121224616,110.96021028759921,101.265720028863,85.52467379151457,87.09418899704495,90.59737650417814,115.16668384702608,11,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
1702,178,218,0.8165137614678899,38804,87.31061230800948,48.17080713328523,52.939851561694674,54.4420105419576,54.67382404426406,58.891585859103245,62.80709033432979,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1703,178,218,0.8165137614678899,38804,85.77149262962581,64.99051644160396,56.21492629625812,60.05193797660126,50.427250569419236,53.05685614885992,68.99231178916263,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1704,178,218,0.8165137614678899,38804,208.11790021647252,173.3724358313576,149.32460571075146,40.8228242438232,53.94800475192642,60.930700255681884,176.9383139195272,9,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1705,178,218,0.8165137614678899,38804,77.99981960622617,85.67078136274611,75.10911246263272,59.564747142264224,57.54134667753178,74.29128121756798,79.593237810535,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1706,178,218,0.8165137614678899,38804,164.62382744047005,152.45322647149777,141.05102566745697,58.738323087598374,61.885032473566255,65.87681059396431,152.70935985980827,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
1707,178,218,0.8165137614678899,38804,112.64032058550664,79.23041439026905,64.66078239356767,88.32336920975281,73.42869178785583,67.93960794533906,85.51050578978112,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1708,178,218,0.8165137614678899,38804,78.90949386661168,63.55994227399237,65.17735285022162,60.63118298390116,46.70872750998763,47.878392479145475,69.21559633027522,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1
1709,178,218,0.8165137614678899,38804,162.17539428924854,147.08950108236263,137.81401401917327,89.62005385426663,95.26137446559463,100.35383189804143,149.02630313026148,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1710,178,218,0.8165137614678899,38804,78.79945366457066,70.53437789918566,67.394057313679,80.91634688992937,75.78831474024841,72.25249180223625,72.24262962581177,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1711,178,218,0.8165137614678899,38804,29.4600556643645,69.52984228430059,75.28347593031646,22.12878679426592,31.683678609396885,36.99599133734139,58.09112462632718,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1712,178,218,0.8165137614678899,38804,114.99801566848778,97.18699103185239,82.03306360169054,54.612409560393196,51.74391180468946,51.738681469227494,98.0726901006769,7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1713,178,218,0.8165137614678899,38804,139.59321203999588,116.51824554169673,104.31579218637253,75.230860004263,76.5974248948321,78.75308275595526,120.14241658935505,14,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1
1714,178,218,0.8165137614678899,38804,148.69157818781568,127.93382125554066,122.59890732914133,59.63502643491314,57.03869513163825,59.116824361837615,133.0747689241659,9,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1715,178,218,0.8165137614678899,38804,134.81179775280899,118.96773528502216,111.34898464075869,56.66244233965176,49.40828713233462,52.69141944545486,121.70950589286326,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1716,178,218,0.8165137614678899,38804,202.08424389238223,192.36346768374395,192.0919235130399,55.32809795227083,60.6144744702307,61.16418728409482,195.51321169638868,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,178,218,0.8165137614678899,38804,132.88861972992476,122.26131326667354,118.11522008040409,89.97814774031572,86.50428127191259,90.64575823220697,124.42171769233413,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
1718,178,218,0.8165137614678899,38804,77.64797443562519,52.976394186166374,40.81633336769405,61.619782634025206,43.92715443598017,39.068864163075894,57.14690066316188,14,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1719,178,218,0.8165137614678899,38804,136.96247809504175,117.68103803731574,101.09143387279661,48.80681065924941,48.17030721578238,46.309350709252534,118.57831666838472,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1720,178,218,0.8165137614678899,38804,130.27443047108545,118.22330172147201,108.38429027935264,56.41343717570992,53.52808855708739,52.47678333295769,118.96067415730336,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1721,178,218,0.8165137614678899,38804,114.01327182764663,91.95121636944644,78.42724976806515,88.20431269143556,90.30078514080799,86.08422865965532,94.79724598838608,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1722,178,218,0.8165137614678899,38804,161.54507267292033,147.65390165962273,139.20366457066282,63.278101555578225,66.04165233230754,67.97777751004429,149.46754630106864,9,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1723,178,218,0.8165137614678899,38804,134.39410885475723,119.33241418410473,112.60970518503247,87.74210852153878,80.12334598501121,78.24872327509067,122.11207607463147,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1724,178,218,0.8165137614678899,38804,158.17518812493557,139.78558911452427,135.5856612720338,62.80965330235662,69.59760645734231,71.59693338809,144.51547950383122,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1725,178,218,0.8165137614678899,38804,168.14735594268632,152.25920008246572,130.54731470982372,70.50530129747932,69.79744335427466,67.27232428828171,150.3179569116586,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
1726,178,218,0.8165137614678899,38804,75.56213276981754,59.518348623853214,52.85560766931244,54.634214669779475,39.339805480220946,34.31854977588661,62.6453630209944,13,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
1727,178,218,0.8165137614678899,38804,177.74350582414183,136.20577775487064,114.08073909906196,71.52865093934206,70.26336540550193,75.57860241419026,142.6766742260248,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1728,178,218,0.8165137614678899,38804,114.09120193794455,97.65874652097722,88.69031543139883,73.41676964884887,64.65821528363865,57.59150415113451,100.14675463010686,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1729,178,218,0.8165137614678899,38804,110.62681682300794,81.96237501288527,76.65116998247603,72.9013559091516,65.65352777573342,64.33237260873884,89.74678727278975,11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1730,178,218,0.8165137614678899,38804,82.0642974951036,60.192170910215445,51.78125966395217,88.89004339581311,76.21060783284021,67.3981807994507,64.67924268975707,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1731,178,218,0.8165137614678899,38804,123.43789300072157,100.23662509019688,84.27401814245954,84.01487523620966,81.84636254507689,70.06519843603176,102.64951207779268,13,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1732,178,218,0.8165137614678899,38804,164.38441913204824,135.09109885578806,121.79429955674672,90.99125241004275,99.33249735384753,103.19751270584915,140.423272514861,9,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1733,178,218,0.8165137614678899,38804,123.26497268322854,81.4347747654881,58.41547263168746,84.83598593526858,63.72480632382863,45.54317228696761,87.70507336013469,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
1734,178,218,0.8165137614678899,38804,110.28649108339347,100.83640861766828,100.41482836820947,61.716209611220066,53.76486149869295,52.09200652987706,103.84590935642375,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1735,178,218,0.8165137614678899,38804,148.2078136274611,82.06282857437378,71.3222863622307,42.494425069849015,46.58963161964885,35.99537084350537,100.53097618802185,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1
1736,178,218,0.8165137614678899,38804,126.40318008452736,93.96358622822389,62.16699309349551,46.27359366599187,38.864937824567875,36.8288303254217,94.17791980208226,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1
1737,178,218,0.8165137614678899,38804,115.03205855066489,76.5531646222039,66.80795794248016,68.3455783769597,69.95687026727703,67.98324157088871,86.131060371783,7,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1738,178,218,0.8165137614678899,38804,170.24884032573962,138.3889547469333,122.24984537676528,58.18385491731568,65.86952961035698,73.6411637368859,143.62921348314606,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1
1739,178,218,0.8165137614678899,38804,147.414081022575,130.90330893722296,116.21008143490361,58.93827884296475,58.02075250497439,57.24107981001296,131.5091571315672,11,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1740,178,218,0.8165137614678899,38804,165.4243119266055,149.0395577775487,144.42688898051748,63.37401652183239,62.66082375863073,66.7926713177393,152.9635862282239,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1741,178,218,0.8165137614678899,38804,136.36692093598597,78.7562880115452,64.35042779094938,54.90259993228592,53.66574628081727,60.33185741671694,93.15787891282685,11,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1742,178,218,0.8165137614678899,38804,108.20688588805278,63.48118750644264,48.67114215029378,82.79375254990552,72.39254043761159,66.0710998014315,73.45307184826306,11,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
1743,178,218,0.8165137614678899,38804,119.04120709205236,97.6682816204515,82.49198536233378,71.55089043769522,65.01531543517581,47.84092344394792,99.73382469161254,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1744,178,218,0.8165137614678899,38804,157.66276672507988,150.90738068240387,123.9456499329966,64.41718464104719,63.16928199666955,69.75376980946189,144.1719324468268,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1745,178,218,0.8165137614678899,38804,205.23198639315535,182.51538501185445,167.0683692402845,61.248744995228996,67.31167856554235,73.72310015003806,184.9385802150981,16,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1
1746,178,218,0.8165137614678899,38804,122.87648180599938,98.06839501082362,81.3102257499227,66.34367624285812,54.40508874227267,49.36339698523623,100.75170085558189,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
1747,178,218,0.8165137614678899,38804,89.36339037212659,64.43312545098443,46.02633749098031,62.79539549604458,47.67366904538689,39.55357424585305,66.60761777136378,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1
1748,178,218,0.8165137614678899,38804,121.1453716111741,100.67657973404803,90.13720235027317,64.084773012931,49.055532201314755,44.08169686762501,103.98638456516511,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,178,218,0.8165137614678899,38804,186.05179878363055,162.45003092464694,141.88338831048347,69.80296866687632,73.21447885618765,73.83794305195342,163.46173933958698,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1750,178,218,0.8165137614678899,38804,177.26005051025666,144.81576641583342,125.2311359653644,57.93918137171474,74.64033575437819,80.27664419155568,149.1023176304848,12,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
1751,178,218,0.8165137614678899,38804,133.55272652303887,117.22680651479229,80.0739872178126,62.50267927903885,67.91767181845411,51.09369862456287,110.28450675188124,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
1752,178,218,0.8165137614678899,38804,98.98618699103186,72.64609318626945,62.87454901556541,64.71507226445529,57.6797086394001,53.22224964764382,78.16894306428891,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1753,178,218,0.8165137614678899,38804,94.50659725801464,77.52497165240698,71.98162560560768,70.22330179517725,57.81512983887943,54.17413088880509,81.33773150534309,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1754,178,218,0.8165137614678899,38804,158.02489434078961,126.32919286671478,103.21951345222142,62.892483139249244,71.51785619352768,80.99217590667301,129.1912002199086,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1755,178,218,0.8165137614678899,38804,40.90516441603958,34.33282651273065,31.560947325018038,65.32711552335735,56.73571866683005,52.74559992063744,35.59964608459609,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
1756,178,218,0.8165137614678899,38804,169.20634470673127,159.25788578497063,130.21853417173486,64.5845190982497,84.85558144594481,76.20446931072463,152.89425488781225,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1757,178,218,0.8165137614678899,38804,103.81635913823317,81.8317183795485,86.47822389444387,48.309480231093445,42.96149869465901,60.76429351209379,90.70876713740851,11,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1758,178,218,0.8165137614678899,38804,161.11663746005567,161.57473456344707,158.11952376043706,54.015504503825554,53.50484398449667,56.306677260820386,160.2702985946466,9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1759,178,218,0.8165137614678899,38804,164.03685187094115,135.47209050613338,128.9535357179672,97.34387526225103,96.2294083446332,94.85872383444075,142.82082603168058,15,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1760,178,218,0.8165137614678899,38804,156.64640243273888,150.3911710132976,154.9178950623647,69.3395971000838,76.69165651982219,74.26610703754179,153.98515616946705,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1761,178,218,0.8165137614678899,38804,114.17694052159571,81.74914957220905,61.480440160808165,64.33896246187466,45.447753573348656,39.15625034249957,85.80217675153763,11,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
1762,178,218,0.8165137614678899,38804,140.93366663230594,169.4716008658901,155.4984279971137,64.26365473029604,60.98565969291838,59.059688206570385,155.3012318317699,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1763,178,218,0.8165137614678899,38804,159.99597979589734,137.90263890320585,127.35114936604474,44.10238243450744,57.71489340700338,68.88865374464409,141.74992268838264,11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
